zone,requested_day,timestamp,carbonIntensity,isEstimated,estimationMethod
DE,2025-01-01,2025-01-01T03:40:00.000Z,237,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T03:45:00.000Z,246,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T03:50:00.000Z,182,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T03:55:00.000Z,255,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T04:00:00.000Z,220,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T04:05:00.000Z,191,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T04:10:00.000Z,197,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T04:15:00.000Z,196,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T04:20:00.000Z,230,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T04:25:00.000Z,184,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T04:30:00.000Z,184,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T04:35:00.000Z,208,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T04:40:00.000Z,194,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T04:45:00.000Z,200,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T04:50:00.000Z,198,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T04:55:00.000Z,160,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T05:00:00.000Z,180,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T05:05:00.000Z,189,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T05:10:00.000Z,244,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T05:15:00.000Z,177,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T05:20:00.000Z,231,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T05:25:00.000Z,220,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T05:30:00.000Z,178,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T05:35:00.000Z,223,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T05:40:00.000Z,242,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T05:45:00.000Z,224,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T05:50:00.000Z,220,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T05:55:00.000Z,150,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T06:00:00.000Z,155,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T06:05:00.000Z,223,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T06:10:00.000Z,232,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T06:15:00.000Z,178,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T06:20:00.000Z,202,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T06:25:00.000Z,190,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T06:30:00.000Z,193,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T06:35:00.000Z,159,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T06:40:00.000Z,235,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T06:45:00.000Z,223,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T06:50:00.000Z,158,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T06:55:00.000Z,198,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T07:00:00.000Z,149,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T07:05:00.000Z,139,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T07:10:00.000Z,144,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T07:15:00.000Z,224,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T07:20:00.000Z,188,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T07:25:00.000Z,198,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T07:30:00.000Z,193,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T07:35:00.000Z,173,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T07:40:00.000Z,220,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T07:45:00.000Z,210,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T07:50:00.000Z,155,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T07:55:00.000Z,184,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T08:00:00.000Z,179,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T08:05:00.000Z,142,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T08:10:00.000Z,170,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T08:15:00.000Z,171,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T08:20:00.000Z,157,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T08:25:00.000Z,173,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T08:30:00.000Z,174,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T08:35:00.000Z,200,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T08:40:00.000Z,190,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T08:45:00.000Z,144,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T08:50:00.000Z,180,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T08:55:00.000Z,160,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T09:00:00.000Z,181,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T09:05:00.000Z,130,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T09:10:00.000Z,161,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T09:15:00.000Z,161,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T09:20:00.000Z,132,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T09:25:00.000Z,154,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T09:30:00.000Z,161,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T09:35:00.000Z,132,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T09:40:00.000Z,172,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T09:45:00.000Z,175,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T09:50:00.000Z,154,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T09:55:00.000Z,125,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T10:00:00.000Z,187,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T10:05:00.000Z,152,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T10:10:00.000Z,176,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T10:15:00.000Z,196,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T10:20:00.000Z,134,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T10:25:00.000Z,121,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T10:30:00.000Z,187,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T10:35:00.000Z,167,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T10:40:00.000Z,159,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T10:45:00.000Z,193,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T10:50:00.000Z,172,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T10:55:00.000Z,130,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T11:00:00.000Z,145,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T11:05:00.000Z,174,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T11:10:00.000Z,190,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T11:15:00.000Z,132,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T11:20:00.000Z,149,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T11:25:00.000Z,124,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T11:30:00.000Z,127,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T11:35:00.000Z,135,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T11:40:00.000Z,167,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T11:45:00.000Z,174,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T11:50:00.000Z,136,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T11:55:00.000Z,123,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T12:00:00.000Z,168,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T12:05:00.000Z,115,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T12:10:00.000Z,123,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T12:15:00.000Z,134,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T12:20:00.000Z,144,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T12:25:00.000Z,133,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T12:30:00.000Z,117,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T12:35:00.000Z,170,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T12:40:00.000Z,147,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T12:45:00.000Z,114,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T12:50:00.000Z,141,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T12:55:00.000Z,158,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T13:00:00.000Z,135,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T13:05:00.000Z,149,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T13:10:00.000Z,136,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T13:15:00.000Z,134,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T13:20:00.000Z,167,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T13:25:00.000Z,118,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T13:30:00.000Z,186,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T13:35:00.000Z,165,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T13:40:00.000Z,131,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T13:45:00.000Z,120,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T13:50:00.000Z,176,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T13:55:00.000Z,174,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T14:00:00.000Z,153,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T14:05:00.000Z,142,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T14:10:00.000Z,162,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T14:15:00.000Z,155,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T14:20:00.000Z,186,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T14:25:00.000Z,159,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T14:30:00.000Z,191,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T14:35:00.000Z,122,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T14:40:00.000Z,170,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T14:45:00.000Z,151,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T14:50:00.000Z,158,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T14:55:00.000Z,145,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T15:00:00.000Z,175,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T15:05:00.000Z,159,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T15:10:00.000Z,129,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T15:15:00.000Z,134,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T15:20:00.000Z,148,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T15:25:00.000Z,138,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T15:30:00.000Z,125,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T15:35:00.000Z,143,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T15:40:00.000Z,150,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T15:45:00.000Z,154,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T15:50:00.000Z,133,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T15:55:00.000Z,134,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T16:00:00.000Z,145,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T16:05:00.000Z,143,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T16:10:00.000Z,128,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T16:15:00.000Z,128,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T16:20:00.000Z,147,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T16:25:00.000Z,146,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T16:30:00.000Z,167,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T16:35:00.000Z,189,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T16:40:00.000Z,181,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T16:45:00.000Z,153,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T16:50:00.000Z,161,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T16:55:00.000Z,158,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T17:00:00.000Z,177,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T17:05:00.000Z,203,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T17:10:00.000Z,132,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T17:15:00.000Z,144,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T17:20:00.000Z,137,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T17:25:00.000Z,184,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T17:30:00.000Z,175,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T17:35:00.000Z,170,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T17:40:00.000Z,131,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T17:45:00.000Z,164,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T17:50:00.000Z,180,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T17:55:00.000Z,138,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T18:00:00.000Z,168,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T18:05:00.000Z,157,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T18:10:00.000Z,194,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T18:15:00.000Z,149,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T18:20:00.000Z,185,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T18:25:00.000Z,216,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T18:30:00.000Z,204,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T18:35:00.000Z,143,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T18:40:00.000Z,137,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T18:45:00.000Z,209,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T18:50:00.000Z,185,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T18:55:00.000Z,181,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T19:00:00.000Z,182,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T19:05:00.000Z,152,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T19:10:00.000Z,161,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T19:15:00.000Z,204,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T19:20:00.000Z,152,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T19:25:00.000Z,142,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T19:30:00.000Z,210,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T19:35:00.000Z,158,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T19:40:00.000Z,174,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T19:45:00.000Z,179,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T19:50:00.000Z,201,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T19:55:00.000Z,144,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T20:00:00.000Z,159,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T20:05:00.000Z,164,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T20:10:00.000Z,151,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T20:15:00.000Z,161,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T20:20:00.000Z,138,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T20:25:00.000Z,152,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T20:30:00.000Z,153,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T20:35:00.000Z,158,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T20:40:00.000Z,187,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T20:45:00.000Z,155,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T20:50:00.000Z,187,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T20:55:00.000Z,139,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T21:00:00.000Z,152,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T21:05:00.000Z,182,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T21:10:00.000Z,159,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T21:15:00.000Z,200,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T21:20:00.000Z,217,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T21:25:00.000Z,197,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T21:30:00.000Z,198,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T21:35:00.000Z,160,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T21:40:00.000Z,143,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T21:45:00.000Z,140,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T21:50:00.000Z,161,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T21:55:00.000Z,154,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T22:00:00.000Z,202,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T22:05:00.000Z,194,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T22:10:00.000Z,185,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T22:15:00.000Z,158,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T22:20:00.000Z,198,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T22:25:00.000Z,230,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T22:30:00.000Z,193,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T22:35:00.000Z,187,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T22:40:00.000Z,208,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T22:45:00.000Z,154,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T22:50:00.000Z,194,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T22:55:00.000Z,178,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T23:00:00.000Z,226,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T23:05:00.000Z,220,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T23:10:00.000Z,163,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T23:15:00.000Z,239,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T23:20:00.000Z,244,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T23:25:00.000Z,204,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T23:30:00.000Z,191,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T23:35:00.000Z,247,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T23:40:00.000Z,212,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T23:45:00.000Z,194,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T23:50:00.000Z,248,True,SANDBOX_MODE_DATA
DE,2025-01-01,2025-01-01T23:55:00.000Z,167,True,SANDBOX_MODE_DATA
DE,2025-01-02,2025-01-02T00:00:00.000Z,163,True,SANDBOX_MODE_DATA
DE,2025-01-02,2025-01-02T00:05:00.000Z,193,True,SANDBOX_MODE_DATA
DE,2025-01-02,2025-01-02T00:10:00.000Z,220,True,SANDBOX_MODE_DATA
DE,2025-01-02,2025-01-02T00:15:00.000Z,248,True,SANDBOX_MODE_DATA
DE,2025-01-02,2025-01-02T00:20:00.000Z,153,True,SANDBOX_MODE_DATA
DE,2025-01-02,2025-01-02T00:25:00.000Z,230,True,SANDBOX_MODE_DATA
DE,2025-01-02,2025-01-02T00:30:00.000Z,155,True,SANDBOX_MODE_DATA
DE,2025-01-02,2025-01-02T00:35:00.000Z,244,True,SANDBOX_MODE_DATA
DE,2025-01-02,2025-01-02T00:40:00.000Z,195,True,SANDBOX_MODE_DATA
DE,2025-01-02,2025-01-02T00:45:00.000Z,187,True,SANDBOX_MODE_DATA
DE,2025-01-02,2025-01-02T00:50:00.000Z,162,True,SANDBOX_MODE_DATA
DE,2025-01-02,2025-01-02T00:55:00.000Z,180,True,SANDBOX_MODE_DATA
DE,2025-01-02,2025-01-02T01:00:00.000Z,190,True,SANDBOX_MODE_DATA
DE,2025-01-02,2025-01-02T01:05:00.000Z,225,True,SANDBOX_MODE_DATA
